EHA_PtID,PtName,County,State,Lat,Lon,Pt_Own,OwType,Dam_Own,Type,EIA_PtID,FC_Dock,FcIssue,FcExpire,Mode,Pm_Type,Number_of_Units,CH_MW,CH_MWh,CH_Pf,CH_OpYear,PS_MW,PS_MWh,PS_Pf,PS_OpYear,Water,HUC,NID_ID,ReEDSPCA,NERC,BACode,Sector,Trans
hc1355_p01,Shelburne,Coos,NH,44.40415,-71.1157,Great Lakes Hydro America LLC,Wholesale Power Marketer,Great Lakes Hydro America LLC,HY,54639,P-2300,34542,45500,Run-of-river,FERC License,3,3.6,16404.63,52.01873,1914,,,,,Androscoggin River,104000201,NH00052,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1356_p01,Gorham,Coos,NH,44.4082,-71.1952,Great Lakes Hydro America LLC,Wholesale Power Marketer,Great Lakes Hydro America LLC,HY,54639,P-2311,34542,45500,Run-of-river,FERC License,4,4.8,21872.84,52.01873,1914,,,,,Androscoggin River,104000201,NH00191,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1357_p01,Cross Power,Coos,NH,44.45695,-71.1861,Great Lakes Hydro America LLC,Wholesale Power Marketer,Great Lakes Hydro America LLC,HY,54639,P-2326,34542,45500,Run-of-river,FERC License,5,3,13670.52,52.01873,1914,,,,,Androscoggin River,104000106,NH00088,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1358_p01,Cascade,Coos,NH,44.44913,-71.1867,Great Lakes Hydro America LLC,Wholesale Power Marketer,Great Lakes Hydro America LLC,HY,54639,P-2327,34542,45500,Run-of-river,FERC License,3,7.9,35999.04,52.01873,1914,,,,,Androscoggin River,104000106,NH00163,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1359_p01,Sawmill,Coos,NH,44.47904,-71.168,Great Lakes Hydro America LLC,Wholesale Power Marketer,Great Lakes Hydro America LLC,HY,54639,P-2422,34542,45500,Run-of-river,FERC License,4,3.1,14126.21,52.01873,1914,,,,,Androscoggin River,104000106,NH00089,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1360_p01,Riverside,Coos,NH,44.4745,-71.17,Great Lakes Hydro America LLC,Wholesale Power Marketer,Great Lakes Hydro America LLC,HY,54639,P-2423,33731,48940,Run-of-river,FERC License,2,7.9,35999.04,52.01873,1914,,,,,Androscoggin River,104000106,NH00158,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1361_p01,Mystic Lake,Stillwater,MT,45.2253,-109.759,Northwestern Coporation,Wholesale Power Marketer,Northwestern Coporation,HY,2192,P-2301,39428,55149,Reregulating,FERC License,2,12,50622.18,48.15656,1925,,,,,West Rosebud Creek,1007000504,MT00562,18,WECC,NWMT,Electric Utility,NorthWestern Energy LLC - (MT)
hc1362_p01,Charles E Monty,Androscoggin,ME,44.1013,-70.2229,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,805,P-2302,31679,46261,,FERC License,2,28.4,140962.1,56.66044,1990,,,,,Androscoggin River,104000208,ME00005,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1362_p04,Androscog Mill Lower,Androscoggin,ME,44.0858,-70.2129,Central Maine Power Co,Investor-Owned Utility,Central Maine Power Co,HY,7047,P-2302,31679,46261,,FERC License,1,0.25,,,1990,,,,,Lewiston Canal - Gully Brook,104000210,ME00005,134,NPCC,,,
hc1362_p06,Upper Androscoggin,Androscoggin,ME,44.0876,-70.2122,Lewiston City of,Publicly Owned Utility,Lewiston City of,HY,54202,P-11006,33290,46261,,FERC License,3,1.6,2803.922,20.00515,1920,,,,,Lewiston Canal,104000210,ME00005,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1363_p01,Toledo Bend,Newton,TX,31.1857,-93.5684,Entergy Texas Inc.,Investor-Owned Utility,Entergy Texas Inc.,HY,6595,P-2305,41875,60110,,FERC License,2,81,159680.9,22.50422,1969,,,,,Sabine River,1201000504,LA00030,58,SPP,MISO,Electric Utility,Entergy Texas Inc.
hc1364_p01,Newport,Orleans,VT,44.934,-72.1771,Great Bay Hydro Corp,Wholesale Power Marketer,Great Bay Hydro Corp,HY,3731,P-2306,37941,52531,Peaking,FERC License,3,4,15573.18,44.44401,1936,,,,,Clyde River,111000003,VT00020,129,NPCC,ISNE,IPP Non-CHP,"Vermont Electric Cooperative, Inc"
hc1365_p01,West Charleston,Orleans,VT,44.8951,-72.0554,Great Bay Hydro Corp,Wholesale Power Marketer,Great Bay Hydro Corp,HY,3729,P-2306,37941,52531,Run-of-river,FERC License,1,0.8,,,1936,,,,,Clyde River,111000003,VT00021,129,NPCC,,,
hc1366_p01,Salmon Creek 1,Juneau Division,AK,58.3419,-134.402,Alaska Electric Light&Power Co,Investor-Owned Utility,Alaska Electric Light&Power Co,HY,65,P-2307,32381,43339,,FERC License,1,8.5,26788.44,35.97695,1984,,,,,"Salmon Creek, Gastineau Inlet",,AK00003,1900,,,Electric Utility,Alaska Electric Light&Power Co
hc1367_p01,Annex Creek,Juneau Division,AK,58.3267,-134.126,Alaska Electric Light&Power Co,Investor-Owned Utility,Alaska Electric Light&Power Co,HY,62,P-2307,32381,43339,,FERC License,2,4,25694.29,73.32845,1915,,,,,"Annex Creek, Taku Inlet",,AK00004,1900,,,Electric Utility,Alaska Electric Light&Power Co
hc1368_p01,Yards Creek,Warren,NJ,41.0015,-75.0445,Jersey Central Power & Lt Co,Investor-Owned Utility,Jersey Central Power & Lt Co,PS,6522,P-2309,41398,56000,Peaking,FERC License,3,,,,,453,559235.6,14.09264,1965,Yards Creek,204010501,NJ00160,126,RFC,PJM,Electric Utility,Jersey Central Power & Lt Co
hc1369_p01,Newcastle,Nevada,CA,39.4302,-120.619,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,632,P-2310,23181,41390,,FERC License,1,12.7,22073.65,19.84113,1986,,,,,Texas Creek,1802012506,CA00372,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1370_p01,Spaulding 3,Nevada,CA,39.3453,-120.641,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,283,P-2310,23181,41390,,FERC License,1,6.6,26064.29,45.08145,1929,,,,,South Yuba River,1802012506,,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1371_p01,Spaulding 1,Nevada,CA,39.3271,-120.643,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,281,P-2310,23181,41390,,FERC License,1,7,30202,49.2531,1928,,,,,South Yuba River,1802012506,CA00358,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1371_p02,Spaulding 2,Nevada,CA,39.3271,-120.643,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,282,P-2310,23181,41390,,FERC License,1,3.7,8699.94,26.84173,1928,,,,,South Yuba River,1802012506,CA00358,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1372_p01,Drum 1,Placer,CA,39.2508,-120.751,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,235,P-2310,23181,41390,,FERC License,4,49.2,88577.41,20.55198,1913,,,,,Drum Canal,1802012601,CA00350,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1372_p02,Drum 2,Placer,CA,39.2508,-120.751,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,236,P-2310,23181,41390,,FERC License,1,53.1,268896.5,57.80782,1965,,,,,Drum Canal,1802012601,CA00350,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1373_p01,Dutch Flat,"Nevada, Placer",CA,39.2543,-120.776,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,237,P-2310,23181,41390,,FERC License,1,22,87315.35,45.30684,1943,,,,,Bear River,1802012601,CA00421,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1374_p01,Halsey,Placer,CA,38.9716,-121.036,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,241,P-2310,23181,41390,,FERC License,1,13.6,45306.65,38.02935,1916,,,,,Dry Creek,1802016102,CA00352,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1375_p01,Wise,Placer,CA,38.9129,-121.084,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,292,P-2310,23181,41390,,FERC License,2,16.4,73276.65,51.00558,1917,,,,,Auburn Ravine,1802016101,CA01593,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1376_p01,Deer Creek,Nevada,CA,39.2947,-120.826,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,233,P-2310,23181,41390,,FERC License,1,5.5,19099.18,39.6413,1908,,,,,Deer Creek,1802012508,,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1377_p01,Alta,Placer,CA,39.2193,-120.786,Pacific Gas & Electric Co,Investor-Owned Utility,Pacific Gas & Electric Co,HY,214,P-2310,23181,41390,,FERC License,1,1,3661.59,41.79897,1902,,,,,Little Bear River,1802012601,,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1378_p01,Neal Shoals,"Chester, Union",SC,34.6653,-81.4477,South Carolina Electric&Gas Co,Investor-Owned Utility,South Carolina Electric&Gas Co,HY,3289,P-2315,35228,49822,Peaking,FERC License,4,4.4,18213.12,47.2528,1905,,,,,Broad River,305010603,SC01058,95,SERC,SCEG,Electric Utility,South Carolina Electric&Gas Company
hc1379_p01,E J West,Saratoga,NY,43.3186,-73.9213,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,6527,P-2318,37519,52105,Intermediate Peaking,FERC License,2,22,64427.42,33.43058,1930,,,,,Sacandaga River,202000207,NY00146,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1380_p01,Sugar Island,St. Lawrence,NY,44.6296,-74.9745,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2616,P-2320,37295,48940,Run-of-river,FERC License,2,4,24683.99,70.44518,1924,,,,,Raquette River,415030506,NY00248,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1381_p01,Hannawa,St. Lawrence,NY,44.6118,-74.975,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2571,P-2320,37295,48940,Run-of-river,FERC License,2,7.2,40839.88,58.27608,1914,,,,,Raquette River,415030506,NY00250,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1382_p01,Colton,St. Lawrence,NY,44.5551,-74.9401,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2551,P-2320,37295,48940,Run-of-river,FERC License,3,36,184351.6,58.45751,1918,,,,,Raquette River,415030506,NY00249,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1383_p01,Higley,St. Lawrence,NY,44.5305,-74.932,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2576,P-2320,37295,48940,Reregulating,FERC License,4,6,34821.45,66.25086,2003,,,,,Raquette River,415030506,NY00252,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1384_p01,Shawmut,Kennebec,ME,44.6309,-69.5835,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1504,P-2322,29586,44223,,FERC License,8,8.8,49240.06,63.87513,1913,,,,,Kennebec River,103000315,ME00084,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1385_p01,Deerfield No. 5,Franklin,MA,42.7221,-72.9394,"GREAT RIVER HYDRO, LLC.",Wholesale Power Marketer,"GREAT RIVER HYDRO, LLC.",HY,1620,P-2323,35519,50126,Peaking,FERC License,1,17.5,52192.88,34.04624,1974,,,,,Deerfield River,108020302,MA00840,131,NPCC,ISNE,IPP Non-CHP,Western Massachusetts Electric Company
hc1386_p01,Deerfield No. 2,Franklin,MA,42.573,-72.7071,"GREAT RIVER HYDRO, LLC.",Wholesale Power Marketer,"GREAT RIVER HYDRO, LLC.",HY,6047,P-2323,35519,50126,Peaking,FERC License,3,4.8,22363.35,53.18529,1913,,,,,Deerfield River,108020305,MA00464,131,NPCC,ISNE,IPP Non-CHP,Western Massachusetts Electric Company
hc1387_p01,Deerfield No. 3,Franklin,MA,42.6017,-72.7379,"GREAT RIVER HYDRO, LLC.",Wholesale Power Marketer,"GREAT RIVER HYDRO, LLC.",HY,6083,P-2323,35519,50126,Peaking,FERC License,3,4.8,24963.47,59.36898,1912,,,,,Deerfield River,108020305,MA00461,131,NPCC,ISNE,IPP Non-CHP,Western Massachusetts Electric Company
hc1388_p01,Deerfield No. 4,Franklin,MA,42.6198,-72.7453,"GREAT RIVER HYDRO, LLC.",Wholesale Power Marketer,"GREAT RIVER HYDRO, LLC.",HY,6119,P-2323,35519,50126,Peaking,FERC License,3,4.8,18339.76,43.61625,1912,,,,,Deerfield River,108020302,MA00460,131,NPCC,ISNE,IPP Non-CHP,Western Massachusetts Electric Company
hc1389_p01,Sherman,Franklin,MA,42.7296,-72.9309,"GREAT RIVER HYDRO, LLC.",Wholesale Power Marketer,"GREAT RIVER HYDRO, LLC.",HY,6012,P-2323,35519,50126,Peaking,FERC License,1,7.2,28571.59,45.29996,1926,,,,,Deerfield River,108020302,MA00043,131,NPCC,ISNE,IPP Non-CHP,Massachusetts Electric Co
hc1390_p01,Harriman,Windham,VT,42.7924,-72.9134,"GREAT RIVER HYDRO, LLC.",Wholesale Power Marketer,"GREAT RIVER HYDRO, LLC.",HY,3746,P-2323,35519,50126,Peaking,FERC License,3,33.6,100857.9,34.26624,1924,,,,,Deerfield River,108020301,VT00025,129,NPCC,ISNE,IPP Non-CHP,New England Power Company
hc1391_p01,Searsburg,Bennington,VT,42.9018,-72.9505,"GREAT RIVER HYDRO, LLC.",Wholesale Power Marketer,"GREAT RIVER HYDRO, LLC.",HY,6529,P-2323,35519,50126,Peaking,FERC License,1,4,15736.71,44.9107,1922,,,,,Deerfield River,108020301,VT00026,129,NPCC,ISNE,IPP Non-CHP,Green Mountain Power Corp
hc1392_p01,Weston,Somerset,ME,44.7636,-69.7185,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1509,P-2325,35754,49975,Run-of-river,FERC License,4,12,80639.24,76.71161,1920,,,,,Kennebec River,103000313,ME00085,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1393_p01,Wyman Hydro,Somerset,ME,45.0697,-69.9068,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1511,P-2329,35754,49975,Peaking,FERC License,3,72,387077.2,61.37068,1930,,,,,Kennebec River,103000301,ME00089,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1394_p01,Raymondville,St. Lawrence,NY,44.8339,-74.9807,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2601,P-2330,37295,48940,Run-of-river/Peaking,FERC License,1,2,11168.11,63.74492,1928,,,,,Raquette River,415030507,NY00260,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1395_p01,Norfolk,St. Lawrence,NY,44.8022,-74.9905,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2590,P-2330,37295,48940,Run-of-river/Peaking,FERC License,1,5,21914.77,50.03372,1928,,,,,Raquette River,415030507,NY00582,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1396_p01,East Norfolk,St. Lawrence,NY,44.7945,-74.9859,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2561,P-2330,37295,48940,Run-of-river/Peaking,FERC License,1,4,19452.94,55.51638,1928,,,,,Raquette River,415030507,NY00251,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1397_p01,Norwood,St. Lawrence,NY,44.7433,-75.0054,Erie Boulevard Hydropower LP,Wholesale Power Marketer,Erie Boulevard Hydropower LP,HY,2591,P-2330,37295,48940,Run-of-river/Peaking,FERC License,1,2,12492.95,71.30679,1928,,,,,Raquette River,415030507,NY00743,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1398_p01,99 Islands,Cherokee,SC,35.0327,-81.4949,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3272,P-2331,35228,49822,Peaking,FERC License,4,12,53241.71,50.64851,1910,,,,,Broad River,305010516,SC01074,95,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1399_p01,Gaston Shoals,Cherokee,SC,35.1381,-81.5979,"Duke Energy Carolinas, LLC",Investor-Owned Utility,"Duke Energy Carolinas, LLC",HY,3258,P-2332,35223,49822,Peaking,FERC License,4,6.7,14047.65,23.93452,1908,,,,,Broad River,305010516,SC01075,95,SERC,DUK,Electric Utility,"Duke Energy Carolinas, LLC"
hc1400_p01,Rumford Falls Power,Oxford,ME,44.5426,-70.5465,Brookfield Power New England,Wholesale Power Marketer,Brookfield Power New England,HY,10493,P-2333,34620,45561,Run-of-river,FERC License,6,44.5,275141.3,70.58162,1918,,,,,Androscoggin River,104000204,ME00012,134,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1401_p01,Gardners Falls,Franklin,MA,42.5913,-72.7307,"NAUTILUS HYDRO, LLC",Wholesale Power Marketer,"NAUTILUS HYDRO, LLC",HY,1634,P-2334,35519,50126,Peaking,FERC License,4,3.5,8037.09,26.2136,1914,,,,,Deerfield River,108020305,MA00853,131,NPCC,ISNE,IPP Non-CHP,Western Massachusetts Electric Company
hc1402_p01,Williams,Somerset,ME,44.9592,-69.8705,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,1510,P-2335,43037,56365,Reregulating,FERC License,2,13,93045.18,81.70458,1939,,,,,Kennebec River,103000303,ME00088,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1403_p01,Lloyd Shoals,Butts,GA,33.3206,-83.8415,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,712,P-2336,34045,45287,Peaking,FERC License,6,14.4,65429.47,51.86887,1911,,,,,Ocmulgee River,307010310,GA00873,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1404_p01,Prospect 3,Jackson,OR,42.7062,-122.387,PacifiCorp,Investor-Owned Utility,PacifiCorp,HY,3034,P-2337,32533,43461,,FERC License,1,7.2,36195.06,57.38689,1932,,,,,South Fork Rogue River,1710030702,OR00716,6,WECC,PACW,Electric Utility,PacifiCorp
hc1406_p01,Millville,Jefferson,WV,39.2688,-77.7823,"PE Hydro Generation, LLC.",Investor-Owned Utility,"PE Hydro Generation, LLC.",HY,6546,P-2343,43084,59897,Run-of-river,FERC License,3,2.8,10082.06,41.10429,1913,,,,,Shenandoah River,207000703,WV03707,116,RFC,PJM,IPP Non-CHP,West Penn Power Company
hc1407_p01,Janesville,Rock,WI,42.6817,-89.0217,Midwest Hydro LLC,Investor-Owned Utility,Midwest Hydro LLC,HY,4052,P-2347,34600,45531,Run-of-river,FERC License,2,0.5,2030,46.34703,1927,,,,,Rock Creek,709000213,WI00790,78,MRO,,,
hc1408_p01,Riverview,Harris,GA,32.7929,-85.1433,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,721,P-2350,34108,45287,Run-of-river,FERC License,2,0.48,721,17.14707,1918,,,,,Chattahoochee River,313000209,GA00868,94,SERC,,,
hc1409_p01,Cabin Creek,Clear Creek,CO,39.65,-105.719,Public Service Co of Colorado,Investor-Owned Utility,Public Service Co of Colorado,PS,467,P-2351,41781,56365,Peaking,FERC License,2,,,,,300,218611.9,8.318567,1967,South Clear Creek,1019000401,CO01239,33,WECC,PSCO,Electric Utility,Public Service Co of Colorado
hc1410_p01,Yonah,Stephens,GA,34.6814,-83.3425,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,729,P-2354,35336,49944,Peaking,FERC License,3,22.5,45946.47,23.31125,1925,,,,,Tugaloo River,306010204,GA00874,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1411_p01,Tugalo,Habersham,GA,34.7144,-83.3519,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,725,P-2354,35336,49944,Peaking,FERC License,4,44.8,100571.5,25.62671,1923,,,,,Tallulah River,306010202,GA00844,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1412_p01,Tallulah Falls,Rabun,GA,34.7392,-83.3958,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,723,P-2354,35336,49944,Peaking,FERC License,6,72,137037.7,21.72719,1913,,,,,Tallulah River,306010201,GA00855,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1413_p01,Terrora,Rabun,GA,34.7654,-83.4162,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,724,P-2354,35336,49944,Peaking,FERC License,2,16,40191.88,28.67571,1925,,,,,Tallulah River,306010201,GA00856,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1414_p01,Nacoochee,Rabun,GA,34.7549,-83.5012,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,718,P-2354,35336,49944,Peaking,FERC License,2,4.8,12476.18,29.67128,1926,,,,,Tallulah River,306010201,GA00861,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1415_p01,Burton,Rabun,GA,34.7937,-83.5403,Georgia Power Co,Investor-Owned Utility,Georgia Power Co,HY,704,P-2354,35336,49944,Peaking,FERC License,2,6,20483.94,38.97249,1927,,,,,Tallulah River,306010201,GA00864,94,SERC,SOCO,Electric Utility,Georgia Power Co
hc1416_p01,Muddy Run,Lancaster,PA,39.8169,-76.3011,Exelon Power,Wholesale Power Marketer,Exelon Power,PS,3164,P-2355,42355,56944,Peaking,FERC License,8,,,,,1072,1542393,16.42465,1967,Susquehanna River,205030617,PA00266,122,RFC,PJM,IPP Non-CHP,PECO Energy Co
hc1417_p01,White Rapids,Menominee,MI,45.48,-87.8033,Wisconsin Electric Power Co,Investor-Owned Utility,Wisconsin Electric Power Co,HY,1786,P-2357,35552,50156,Run-of-river,FERC License,3,9,32218.35,40.86549,1927,,,,,Menominee River,403010807,MI00207,74,MRO,MISO,Electric Utility,American Transmission Co
hc1418_p01,Fond Du Lac,Carlton,MN,46.665,-92.2933,Minnesota Power Inc,Investor-Owned Utility,Minnesota Power Inc,HY,1894,P-2360,34888,49486,Run-of-river/Upstream Peaking,FERC License,1,12,42239.35,40.18203,1924,,,,,St Louis River,401020116,MN00603,43,MRO,MISO,Electric Utility,"ALLETE, Inc."
hc1419_p01,Thomson,Carlton,MN,46.6661,-92.4066,Minnesota Power Inc,Investor-Owned Utility,Minnesota Power Inc,HY,1901,P-2360,34888,49486,Peaking,FERC License,6,72.6,243410.3,38.27351,1907,,,,,St Louis River,401020115,MN00604,43,MRO,MISO,Electric Utility,"ALLETE, Inc."
hc1420_p01,Scanlon,Carlton,MN,46.71,-92.4217,Minnesota Power Inc,Investor-Owned Utility,Minnesota Power Inc,HY,1899,P-2360,34888,49486,Run-of-river,FERC License,4,1.6,7605.59,54.26363,1923,,,,,St Louis River,401020115,MN00605,43,MRO,MISO,Electric Utility,"ALLETE, Inc."
hc1421_p01,Knife Falls,Carlton,MN,46.7267,-92.4483,Minnesota Power Inc,Investor-Owned Utility,Minnesota Power Inc,HY,1895,P-2360,34888,49486,Run-of-river,FERC License,3,2.4,10240,48.70624,1922,,,,,St Louis River,401020115,MN00606,43,MRO,MISO,Electric Utility,"ALLETE, Inc."
hc1422_p01,Prairie River,Itasca,MN,47.2867,-93.4967,Minnesota Power Inc,Investor-Owned Utility,Minnesota Power Inc,HY,378,P-2361,34237,45287,Run-of-river,FERC License,2,1,2479.64,28.30639,1920,,,,,Prairie Creek,701010302,MN00609,43,MRO,MISO,Electric Utility,"ALLETE, Inc."
